PIN,S_SEX,S_AGE,EDU,NATIVE_LANG,WHERE_RAISED,NSIDES,SIDE_DATA
56546,F,45,12,English,OH,2,04080_B/f.a;06009_B/f.a
56560,M,18,12,English,IA,1,03684_A/m.a
56565,F,19,1,English,WI,3,04368_A/f.a;06012_A/f.a;06302_A/f.a
56567,M,28,15,English,PA,3,09547_A/m.a;09738_B/m.a;10124_B/m.a
56568,M,22,15,Spanish,NY,2,03135_B/m.o;04491_B/m.a
56571,M,25,12,Chinese and English,CA,1,02817_B/m.a
56583,M,18,12,English,IA,1,10823_B/m.a
56584,F,39,12,English,TX,2,03963_A/f.a;06077_A/f.a
56604,F,55,20,English,IL,1,02268_B/f.a
56609,M,27,16,English,CT,3,05047_B/m.a;05078_A/m.a;06745_B/m.a
56628,M,23,16,English,IN,1,09072_A/m.a
56631,M,36,14,English,WA,1,05357_A/m.a
56645,M,54,14,English,CA,3,05599_B/m.a;05626_A/m.a;05649_A/m.a
56653,M,31,19,English,NJ,3,05749_A/m.a;08449_A/f.a;08785_A/f.a
56665,M,53,13,NA,NA,1,11687_B/m.a
56678,M,26,20,Romanian,Romania,3,05491_B/m.a;05704_A/m.o;08199_B/m.o
56680,F,52,16,English,CO,3,04150_B/f.a;04290_B/f.a;04381_B/f.a
56686,M,24,16,English,MI,2,09762_B/m.a;09952_B/m.a
56691,F,49,20,English,Canada,2,07318_A/f.a;07433_A/f.a
56697,F,25,18,Hindi,MA,2,03298_B/f.o;04826_B/f.o
56700,F,61,16,English,IL,2,02165_B/f.a;02461_A/f.a
56719,F,37,12,English,ME,2,07144_A/f.a;07166_A/f.a
56722,M,26,16,English,CA,3,02833_A/m.a;03075_B/m.a;04392_A/m.a
56735,F,22,14,English,NJ,1,01899_B/f.a
56738,F,32,20,English,CT,2,02211_A/f.a;07550_A/f.a
56771,F,33,13,English,TN,2,01942_B/f.a;02638_A/f.a
56785,F,32,19,English,CA,2,03018_A/f.a;03595_A/f.a
56799,F,25,16,English,CA,1,08511_B/f.a
56804,F,54,7,English,AR,1,06432_B/f.a
56812,F,30,14,English,NY,2,08281_A/f.a;08733_B/f.a
56829,M,18,11,Armenian and English,CA,3,02410_A/m.a;02922_A/m.a;04993_A/m.a
56853,F,26,12,English,CO,2,03028_A/f.a;03827_A/f.a
56881,M,31,16,English,MO,3,07617_A/m.a;07684_B/m.a;07827_A/m.a
56895,F,55,12,English,CA,2,02504_B/f.a;08854_A/f.a
56903,F,42,13,English,CA,3,09293_B/f.a;09413_B/f.a;11085_B/f.a
56906,F,32,16,Telegu,India,3,04119_A/f.o;05921_A/f.o;08431_A/f.o
56919,M,27,15,English,NJ,3,04571_B/m.a;04629_B/m.a;04669_A/m.a
56939,F,25,16,English,UT,3,02497_A/f.a;03063_B/f.a;03623_B/f.a
56943,M,22,12,English,CA,2,09718_B/m.a;09872_A/m.a
56950,M,45,11,English,CA,3,05361_B/m.a;07611_A/m.a;07733_A/m.a
56952,F,64,12,English,IL,3,06393_A/f.a;06449_A/f.a;06450_B/f.a
56977,F,41,13,English,MA,1,02718_B/f.a
56983,F,58,19,English,TX,3,06459_A/f.a;06848_B/f.a;06957_B/f.a
56985,M,37,14,NA,NA,2,10811_B/m.a;11213_A/m.a
56998,M,26,13,English,IL,3,09437_B/f.o;09704_A/m.a;10735_A/m.a
57013,F,50,14,English,CA,3,03758_A/f.a;06028_B/f.a;07015_A/f.a
57015,F,75,18,English,WV,3,06280_A/f.a;06503_B/f.a;06728_B/f.a
57024,M,56,13,English,MO,3,03556_A/m.a;03819_A/m.a;04452_A/m.a
57035,F,54,16,English,NY,3,07909_A/f.a;07990_A/f.a;08090_A/f.a
57040,F,32,15,English,CA,3,01355_A/f.a;06231_A/f.a;06757_B/f.a
57046,M,26,17,English,NJ,1,11406_A/m.a
57065,M,39,12,English,NJ,2,11441_A/m.a;11543_A/m.a
57068,F,22,16,English,FL,3,02614_A/f.a;06076_A/f.a;07077_A/f.a
57074,F,29,12,English,MI,1,10536_B/f.a
57092,M,25,16,English,PA,1,05343_B/m.a
57103,F,40,16,English,PA,3,02468_A/f.a;02573_B/f.a;03021_A/f.a
57106,F,36,16,English,RI,2,05903_B/f.a;09058_B/f.a
57120,M,49,18,English,MA,1,09453_A/f.a
57129,M,38,16,English,CA,2,09176_B/m.a;09478_A/m.a
57153,F,20,14,English,MI,1,10193_B/f.a
57175,M,35,12,English,ME,2,04832_A/m.a;05010_B/m.a
57202,M,21,16,English,VA,1,11684_B/m.a
57208,M,28,18,English,MN,2,01566_A/f.o;02716_A/m.o
57224,F,29,16,English,FL,3,02906_A/f.a;03173_B/f.a;03961_A/f.a
57230,M,55,16,English,OH,3,05126_B/m.a;05173_B/m.a;07188_A/m.a
57235,M,28,19,English,OH,1,08833_A/m.a
57246,M,54,17,English,CA,2,04162_B/m.a;04298_B/m.a
57249,M,24,18,Hindi,TX,1,07146_A/f.o
57251,F,23,17,English,WA,2,09105_A/f.a;10015_A/f.a
57257,F,51,18,English,GA,3,04116_B/f.a;04531_A/f.a;04729_B/f.a
57263,M,47,13,English,MI,3,05344_B/m.a;05375_B/m.a;07603_A/m.a
57266,M,19,13,English,India,1,11421_B/m.o
57281,M,38,16,English,TX,1,11407_A/m.a
57291,M,47,16,English,PA,2,08950_B/f.a;08995_A/f.a
57315,F,24,15,English,Canada,3,02207_A/f.a;02597_B/f.a;06178_B/f.a
57327,M,30,12,English,CA,3,10670_B/f.a;10744_A/m.a;10805_B/f.a
57333,M,41,16,English,NJ,2,10844_A/m.a;11391_A/m.a
57337,F,46,18,English,OH,2,03833_B/f.a;05960_B/f.a
57348,F,25,14,English,OR,2,06499_B/f.a;08054_A/f.a
57359,F,61,16,English,NY,2,08197_A/f.a;08338_A/f.a
57361,M,61,16,English,DC,1,11287_A/m.a
57362,F,57,14,English,NY,3,02760_B/f.a;03046_A/f.a;03834_A/f.a
57364,M,28,14,English,NY,3,05270_B/m.a;05370_A/m.a;07431_B/m.a
57370,F,47,13,English,IA,1,07812_A/f.a
57375,M,22,17,Gujarati and English,NJ,1,05636_A/m.a
57384,F,56,15,English,IA,3,03291_B/f.a;03395_B/f.a;03746_B/f.a
57403,M,32,16,English,NJ,2,11585_B/m.a;11608_A/m.a
57413,M,37,18,Tamil and English,Sri Lanka,3,05757_B/m.o;05809_A/m.a;09043_B/m.o
57425,F,24,18,English,NY,3,02447_A/f.a;02569_B/f.a;02754_A/f.a
57431,M,35,16,English,MA,1,11464_B/m.a
57438,F,20,14,English,PA,2,08515_A/f.a;11015_B/f.a
57449,F,21,14,English,OR,3,02065_B/f.a;05888_A/f.a;06081_A/f.a
57452,F,33,12,English,NJ,1,03668_A/f.a
57480,F,36,12,English,FL,1,11512_A/f.a
57488,M,20,15,English,PA,2,05214_A/m.a;05330_A/m.a
57492,M,35,14,NA,Peru,3,10792_B/m.o;10939_A/m.o;10968_B/m.o
57502,M,30,12,English,TX,3,02522_A/m.a;02905_B/m.a;03442_B/m.a
57535,F,33,12,English,IL,3,03272_B/f.a;03544_A/f.a;04228_B/f.a
57540,F,34,16,English,WI,2,03636_A/f.a;05982_A/f.a
57553,M,20,12,English,MN,2,08910_B/m.a;11044_A/m.a
57557,F,19,13,English,AZ,2,10072_A/f.a;10651_A/f.a
57587,M,26,18,English,NY,3,03556_B/m.a;04242_B/m.a;04655_A/m.a
57593,M,18,12,English,WA,2,09537_B/m.a;09731_B/m.a
57596,F,24,18,English,IL,2,10532_A/f.a;10653_A/f.a
57601,F,51,17,English,RI,1,08128_B/f.a
57608,M,40,15,English,CA,4,10935_A/m.a;11274_A/m.a;11314_B/m.a;11338_B/m.a
57625,F,20,12,Spanish,FL,1,07671_B/f.a
57626,M,24,12,English,KY,2,10572_B/m.a;10619_A/m.a
57632,M,31,18,English,MA,3,09364_B/m.a;09651_A/m.a;09742_B/m.a
57633,F,50,18,English,PA,1,05134_B/f.a
57636,F,32,16,English,NY,2,03449_B/f.a;03655_B/f.a
57642,F,22,17,English,Canada,1,07376_B/f.a
57650,F,42,12,English,IL,2,06676_A/f.a;06889_A/f.a
57651,M,28,16,Spanish,CA,3,09831_B/m.a;09892_B/m.a;09930_B/m.a
57661,M,28,16,English,PA,3,02615_A/m.a;04145_B/m.a;04285_A/m.a
57663,M,41,14,English,CA,3,10736_B/m.o;10887_B/m.a;11006_A/m.a
57664,F,58,12,English,NY,2,02372_A/f.a;03582_A/f.o
57688,F,21,12,English,GA,3,07240_A/f.a;07560_A/f.a;10602_A/f.a
57690,F,21,16,English,VA,3,08832_B/f.a;08899_A/f.a;09990_B/f.a
57706,M,31,12,English,CA,3,09178_A/m.a;09810_A/m.a;10831_A/m.a
57708,M,54,16,English,MI,3,03305_B/m.a;03514_B/m.a;03807_B/m.a
57710,F,34,15,English,MI,3,04302_B/f.a;04599_A/f.a;05867_B/f.a
57719,M,20,14,English,PA,3,01507_B/m.a;01512_B/m.a;02938_A/m.a
57721,M,32,12,English,MI,3,05713_B/m.a;05754_A/m.a;08447_B/m.a
57727,M,28,14,English,MS,2,05348_A/m.a;07774_B/f.a
57735,F,41,16,English,TX,3,01939_A/f.a;02779_B/f.a;06435_A/f.a
57738,F,29,12,Spanish,Mexico,2,08091_B/f.o;08221_B/f.a
57760,F,35,18,English,NC,3,05105_B/f.a;07056_A/f.a;07471_A/f.a
57764,M,29,12,Spanish and English,TX,2,09818_A/m.a;09893_A/m.a
57768,F,43,12,Spanish,Puerto Rico,1,02472_A/f.a
57771,M,18,13,English,NY,3,02907_B/m.a;03152_A/m.a;03437_A/m.a
57779,M,22,14,English,CA,3,05690_A/m.a;09116_A/m.a;09386_A/m.a
57823,F,32,23,English,ME,1,01751_B/f.a
57828,F,36,17,English,MI,3,06592_A/f.a;07057_B/f.a;07289_A/f.a
57859,F,24,16,English,NY,3,02820_B/f.a;03973_B/f.a;10705_B/f.a
57861,F,40,16,English,NJ,2,08284_A/f.a;08594_A/f.a
57870,M,79,12,English,TX,1,02136_B/f.a
57916,M,22,14,English,NJ,2,09969_B/m.a;10001_B/m.a
57941,M,53,14,NA,NA,2,11530_A/m.a;11580_A/m.a
57944,M,42,14,English,NA,3,02330_B/m.o;02332_B/m.a;02433_A/m.a
57952,M,43,16,English,IN,2,05787_A/m.a;08697_A/m.a
57974,M,26,16,English,MA,2,08940_A/m.a;08983_A/m.a
57977,F,26,13,English,NY,3,05994_A/f.a;06404_B/f.a;07388_A/f.a
57980,M,22,16,English,GA,2,04364_A/m.a;04572_A/m.a
58002,M,44,12,Armenian,Egypt,3,10573_A/m.o;10598_A/m.a;10647_A/m.o
58005,M,22,17,Hindi and Marathi,AZ,3,05815_B/m.o;09286_A/f.o;10624_A/m.o
58007,F,35,14,English,PA,1,03063_A/f.a
58011,M,36,14,NA,WI,3,10110_A/m.a;10145_B/m.a;10204_B/m.a
58026,M,51,13,English,MI,3,10801_B/m.a;10829_B/m.a;10839_A/m.a
58029,F,28,15,English,OR,3,04118_A/f.a;05920_A/f.a;07740_B/f.a
58035,NA,32,12,English,LA,2,09767_A/f.a;09772_B/f.a
58037,M,50,15,English,NY,3,05293_A/m.o;05316_B/m.o;07604_A/m.a
58038,M,26,12,English,NC,3,05791_B/m.a;09247_A/m.a;09411_B/m.a
58059,F,41,14,English,OH,2,03174_B/f.a;03321_A/f.a
58063,M,22,16,English,WA,1,08881_B/m.a
58067,F,24,12,English,NY,3,02782_B/f.a;03185_B/f.a;10926_B/f.a
58081,F,40,16,English,OH,3,01794_A/f.a;04092_B/f.a;06208_B/f.a
58084,F,57,12,English,CA,3,02741_A/f.a;03267_B/f.a;03531_B/m.a
58087,F,30,12,English,OH,3,02985_A/f.a;03276_B/f.a;03396_A/f.a
58092,F,30,16,Spanish,NJ,1,08534_B/f.a
58098,M,18,12,English and Punjabi,CA,3,05230_A/m.a;05286_B/m.a;07557_B/m.a
58102,F,59,18,English,PA,4,08690_B/m.a;08949_B/m.a;09022_B/f.a;09083_A/f.a
58106,F,31,16,English,NJ,2,01502_A/f.a;07119_B/m.a
58109,F,37,12,English,Canada,3,03368_B/f.a;03620_B/f.a;03737_B/f.a
58121,M,19,13,English,PA,2,08924_A/m.a;09023_A/m.a
58136,M,55,20,English,PA,2,10055_A/f.a;11330_A/m.a
58142,M,34,12,English,HI,2,05841_A/m.a;08746_A/m.a
58144,M,24,15,English,WA,3,02395_B/m.a;03104_A/m.a;05300_A/m.a
58145,F,42,12,English,NY,1,11208_B/f.a
58186,M,27,16,English,GA,2,05662_A/m.a;05697_A/m.a
58194,M,56,13,NA,NA,2,10617_A/m.a;10646_A/f.a
58202,F,29,16,English,NY,3,02306_B/f.a;05065_B/f.a;05876_B/f.a
58208,F,53,16,English,CT,1,08576_B/f.a
58213,F,50,14,English,PA,1,08649_A/m.a
58216,M,45,12,English,WI,3,04670_B/f.a;05864_A/f.a;07649_B/f.a
58232,M,41,12,English,FL,3,04351_B/f.a;04523_B/f.a;06344_A/f.a
58252,M,72,16,English,LA,3,09970_B/m.a;10090_B/m.a;10439_B/m.a
58255,F,37,12,English,CA,4,10395_B/m.a;10497_B/f.a;10514_B/f.a;11132_A/f.a
58284,F,37,16,English,MA,3,02788_A/f.a;03829_B/f.a;06000_A/f.a
58285,M,46,16,English,OH,1,09238_B/m.a
58288,M,30,13,English,TX,1,09462_A/m.a
58290,M,47,10,English,PA,1,05500_B/m.a
58293,M,21,12,Mandarin,TX,2,05286_A/m.a;05391_B/m.a
58295,M,34,18,English,CA,3,09317_A/m.a;09668_A/m.a;09728_B/m.a
58298,F,25,14,English,MI,3,04445_A/f.a;06104_A/f.a;06464_A/f.a
58306,F,57,12,English,PA,2,06461_A/f.a;08502_A/f.a
58315,F,35,13,English,NV,3,07613_A/f.a;07818_B/f.a;07968_B/f.a
58319,M,48,18,English,NY,3,11236_A/m.a;11267_B/m.a;11321_B/m.a
58328,M,42,14,NA,NA,1,11453_B/m.a
58331,M,45,14,French and Bambara,Ivory Coast,1,11496_A/f.a
58348,F,30,22,English,MO,1,04339_B/f.a
58353,F,37,14,English,NJ,3,08231_B/f.a;09283_B/f.a;10201_B/f.a
58374,M,38,20,English,RI,3,09937_B/m.a;10229_B/m.a;10307_A/m.a
58383,M,42,16,English,IL,2,02271_A/m.a;02495_A/m.a
58386,F,45,12,English,Canada,1,03269_B/f.a
58392,M,23,14,English,VA,2,05699_B/m.a;08898_A/m.a
58394,F,42,12,English,FL,2,07288_A/f.a;08176_A/f.a
58417,M,39,13,English,NY,3,10675_A/m.a;10752_A/m.a;10800_A/m.a
58419,F,44,14,English,Trinidad/Tobago,2,03671_A/f.o;04681_A/f.o
58424,F,30,13,English,OH,1,07706_A/f.a
58430,M,23,16,English,NY,3,02731_A/m.a;02935_B/m.a;04171_B/m.a
58438,M,34,16,English,IL,1,11447_A/m.a
58444,M,40,12,English,NY,3,04742_A/m.a;04802_A/m.a;04992_B/m.a
58457,F,32,12,English,GA,1,06091_B/f.a
58460,F,27,14,English,MO,2,07889_A/f.a;08018_A/f.a
58485,F,28,12,English,NC,1,08124_A/f.a
58493,M,43,20,English,CA,1,10060_A/m.o
58504,F,28,12,English,OH,2,01615_B/f.a;08411_A/m.a
58539,F,40,14,NA,NA,1,11471_A/f.a
58556,F,39,14,English,GA,1,01518_B/f.a
58565,F,23,16,English,NJ,1,08036_A/f.a
58587,F,54,12,English,OH,3,03477_A/f.a;03716_A/f.a;04639_B/f.a
58600,F,40,18,English,PA,1,06442_A/f.a
58609,F,29,13,English,PA,2,04319_B/f.a;06296_B/f.a
58625,F,22,16,English,NJ,2,08697_B/f.a;09083_B/f.a
58627,M,40,18,English,KY,1,09186_A/m.a
58628,F,36,12,English,SC,1,08771_B/f.a
58641,F,25,16,English,NY,1,03787_A/f.a
58663,F,30,18,Gujarati and English,PA,3,04839_B/f.a;05922_B/f.a;05995_B/f.a
58670,M,27,12,English,NY,1,09655_A/m.a
58673,M,37,13,English,LA,3,10106_A/m.a;10353_A/f.a;10374_A/m.a
58688,M,19,14,English,CA,1,04297_A/m.a
58694,M,43,12,English,MI,3,05194_A/m.a;05216_A/m.a;05409_A/m.a
58702,F,50,18,English,NY,2,02622_B/f.a;02659_A/f.a
58716,M,27,18,English,WA,4,10646_B/m.a;10890_A/m.a;10914_A/m.a;11226_B/m.a
58718,M,32,20,English,Canada,3,05253_B/m.o;05263_B/m.a;07430_A/m.a
58719,M,23,16,English,NY,2,09177_B/m.a;09813_B/m.a
58721,F,55,16,English,NJ,1,03328_B/f.a
58724,F,52,15,English,OK,2,02951_A/f.a;03302_A/f.a
58727,F,46,12,English,OR,1,01532_A/f.a
58729,M,43,12,English,NC,2,05650_B/m.a;05674_A/m.a
58743,M,36,16,English,PA,1,04110_A/m.a
58768,M,52,16,English,IA,3,09392_A/m.a;09395_B/m.a;09398_A/m.a
58771,F,25,14,English,LA,2,03681_B/f.a;03926_A/m.a
58773,F,24,16,English,CA,1,06293_B/f.a
58779,F,47,20,English,PA,1,02146_A/f.a
58782,F,27,12,NA,OK,2,04768_B/f.a;04912_B/f.a
58804,F,51,16,English,IL,1,01929_B/f.a
58809,M,35,16,English,DC,1,01967_B/m.a
58810,M,47,13,English,CA,4,10476_A/m.a;10575_B/m.a;11187_A/m.a;11189_B/m.a
58817,M,30,17,English,IA,2,03209_A/m.a;03703_A/f.a
58823,M,21,16,English,VA,3,09393_A/m.a;09486_A/m.a;09914_B/m.a
58842,F,21,14,Yoruba,Nigeria,1,07283_B/f.o
58864,F,24,16,English,NY,2,03115_A/f.a;03397_B/f.a
58868,M,27,16,English,CA,2,08911_B/m.a;09805_B/m.a
58881,M,23,14,English and Urdu,TX,2,10248_A/m.a;10295_A/m.a
58905,M,32,12,Cantonese,Canada,2,05440_A/m.o;05443_B/m.o
58908,M,51,17,NA,CA,3,10613_B/m.a;10816_B/m.a;10999_A/m.a
58922,M,27,18,English,NJ,2,05085_A/m.a;06518_B/m.a
58930,F,31,12,English,PA,1,01444_A/f.a
58935,F,36,12,English,GA,2,01631_B/f.a;01904_B/f.a
58939,M,28,18,Chinese,NA,2,10230_A/f.o;10267_B/m.o
58946,M,27,12,English,FL,2,05671_B/m.o;09467_B/m.o
58963,F,52,18,English,NY,2,07188_B/f.a;08142_A/f.a
58968,F,53,12,English,GA,3,02982_A/f.a;03808_B/f.a;06236_B/f.a
58981,M,37,13,English,IL,1,11486_A/m.a
58982,M,38,16,English,TX,1,05222_B/m.a
58999,F,21,12,English,TX,1,06795_B/f.a
59015,M,18,12,English,IL,1,07154_A/f.a
59018,M,24,16,English,NY,3,09354_A/m.a;09425_B/m.a;09482_A/m.a
59029,F,36,14,English,OK,3,01803_A/f.a;01859_A/f.a;06079_A/f.a
59064,M,22,15,English,NY,3,09266_B/m.a;09929_B/m.a;10090_A/m.a
59070,F,20,15,English,NY,1,07462_A/f.a
59085,M,27,12,English,ME,2,09853_B/m.a;10009_B/m.a
59089,F,45,14,English,MI,3,07802_B/f.a;08089_A/f.a;08378_A/f.a
59103,F,47,16,English,NY,1,08108_B/f.a
59106,F,28,16,English,CT,1,05057_B/f.a
59116,M,42,28,English and Spanish,NC,2,10720_A/m.o;10965_A/m.a
59172,F,50,13,English,NA,1,01874_A/f.a
59191,F,49,16,Spanish,NY,3,01831_B/f.a;02190_B/f.a;03883_A/f.a
59213,F,43,14,English,MO,2,06217_A/f.a;06438_B/f.a
59235,M,40,14,English,KY,3,05507_B/m.a;05544_B/m.a;05589_A/m.a
59254,M,25,16,English,VA,3,04762_A/m.a;05113_B/m.a;08404_A/m.a
59280,M,22,16,English,IL,1,10094_A/m.a
59284,M,21,12,English,CA,2,02831_B/m.a;03359_A/m.a
59296,F,20,12,English,NJ,1,11475_A/f.a
59301,F,50,12,English,NY,2,08507_B/m.a;08550_B/f.a
59302,M,25,16,English,IL,1,11597_B/m.a
59328,F,28,14,English,FL,1,05902_A/f.a
59331,M,41,14,English,PA,2,03462_B/m.a;06996_A/m.a
59332,M,20,14,English,MI,2,11571_B/m.a;11645_A/m.a
59342,F,23,12,English,OH,1,04236_A/f.a
59366,M,70,12,English,VA,3,08829_B/m.a;08838_A/m.a;08886_B/m.a
59416,M,32,16,English,CO,1,05675_B/m.a
59424,F,21,15,Cantonese,NY,2,03112_A/f.a;03227_A/f.a
59430,M,56,18,Farsi,Iran,1,09475_B/m.o
59443,F,39,13,English,PA,2,02992_A/f.a;03813_B/f.a
59452,M,49,20,English,GA,1,09861_A/m.a
59457,F,34,12,English,CA,1,08786_B/f.a
59487,F,35,14,English,NY,2,02105_B/f.a;06056_A/f.a
59488,M,24,16,English,MD,2,10696_A/m.a;10733_A/m.a
59491,M,23,14,NA,NA,3,10615_A/m.a;10730_B/m.a;10768_A/m.a
59496,M,24,16,English,CT,3,05023_A/m.a;05050_A/m.a;05082_A/m.a
59497,M,34,18,English,NY,3,09585_B/m.a;09674_B/m.a;09675_B/m.a
59520,F,25,20,English,TX,2,03512_B/f.a;03849_A/f.a
59523,F,27,16,English,FL,1,08644_A/f.a
59524,M,40,16,English,HI,3,09325_A/m.a;09494_B/m.a;11061_B/m.a
59527,M,16,11,English,MI,2,10671_A/m.a;10746_A/m.a
59534,F,53,16,English,NE,2,03817_B/f.a;04014_B/f.a
59540,F,25,16,English,GA,1,07755_A/f.a
59543,M,48,19,English,WA,1,11419_B/m.a
59564,M,24,13,English,NY,3,04657_A/m.o;04779_B/m.a;04947_B/m.a
59582,M,18,13,Spanish,FL,1,11358_A/m.a
59592,F,28,12,English,CA,1,03079_B/f.a
59619,M,39,18,NA,NA,3,10537_A/m.a;10551_A/m.a;10606_B/m.a
59631,F,37,12,English,VA,2,10452_A/f.a;11190_A/f.a
59647,F,31,14,English,SC,1,10481_B/f.a
59656,M,45,9,German,Switzerland,2,10542_A/m.a;10853_B/m.a
59663,M,74,18,English,MA,2,03438_A/m.a;03898_A/m.a
59669,M,52,17,English,NY,3,02144_B/m.a;02224_B/m.a;02259_B/m.a
59671,M,22,16,English,CA,2,05725_A/m.a;10526_B/m.a
59677,M,47,12,English,PA,3,05396_B/m.a;07642_B/m.a;07742_B/m.a
59713,M,33,20,English,NY,3,05655_A/m.a;08828_A/m.a;09370_B/m.a
59726,F,54,16,English,NY,2,06810_A/f.o;07192_B/f.a
59729,F,38,16,English,NJ,3,05858_A/f.a;06356_B/f.a;07350_B/f.a
59732,M,63,14,English,TN,2,10578_A/m.a;10674_A/m.a
59740,M,32,16,English,PA,2,05688_A/m.a;05731_A/m.a
59753,M,25,16,English,GA,2,10950_B/m.a;11235_B/m.a
59762,F,40,16,English,IA,1,09006_A/f.a
59779,M,24,18,Chinese,China,2,04169_A/m.o;04307_B/m.o
59790,F,56,16,English,NY,3,05029_B/f.a;05090_B/f.a;07357_B/f.a
59792,M,48,13,English,PA,2,05709_B/m.a;08703_B/m.a
59803,F,26,18,English,CA,3,05073_B/f.o;06421_A/f.o;06594_A/f.o
59814,F,26,16,English,IN,1,08248_A/f.a
59820,F,39,16,Spanish,NC,3,02465_B/f.a;02593_B/f.o;03582_B/f.a
59828,F,23,16,English,IN,3,01837_A/f.a;02052_B/f.a;06041_A/f.a
59833,M,39,18,English,OH,2,08180_B/m.a;08384_B/f.a
59839,M,61,12,English,OH,2,02136_A/m.a;02439_B/m.a
59842,M,18,12,English,IL,2,11282_B/m.a;11283_B/m.a
59848,M,37,20,Chinese,China,2,10947_A/m.o;11229_A/m.o
59854,M,40,16,English,CT,1,11662_A/m.a
59855,F,23,15,English,Angola,3,05051_B/f.o;06797_A/f.a;06798_B/f.o
59869,F,38,16,English,PA,2,02911_B/f.a;06630_B/f.a
59877,F,52,22,Japanese,Japan,1,01681_B/f.o
59880,F,23,14,English,OR,1,02847_A/f.a
59883,F,30,20,English,AL,1,07673_B/f.a
59886,F,27,12,English,OK,2,02621_A/f.a;09457_B/f.a
59888,F,49,12,English,OH,3,06256_A/f.a;06988_B/f.a;07115_A/f.a
59891,F,37,12,English,TX,3,02346_A/f.a;08115_A/f.a;08486_A/f.a
59894,F,49,12,English,PA,4,10238_B/f.a;10330_B/f.a;11139_B/f.a;11156_B/f.a
59919,F,33,17,English,NY,1,07076_B/f.a
59924,M,19,14,English,MD,1,03782_A/m.a
59930,M,42,13,English,IL,3,08767_B/m.a;08908_A/m.a;08996_B/m.a
59932,M,61,15,English,TX,3,04948_B/m.a;04982_B/m.a;05060_A/m.a
59946,F,44,18,English,NJ,2,10819_B/f.a;11305_A/f.a
59963,M,32,14,English,TX,3,02602_A/m.a;02680_B/m.a;03107_B/m.a
59971,M,24,18,English,FL,3,05212_B/m.o;05311_A/m.a;07342_A/m.o
59973,F,30,17,English,Canada,2,10029_B/f.a;10585_A/f.a
59976,F,30,16,English,LA,1,10894_A/f.a
59987,F,20,13,NA,CA,2,06141_B/f.a;08826_B/f.a
59991,M,22,14,English,CA,2,11344_B/m.a;11399_A/m.a
60007,M,43,18,English,GA,2,04136_A/m.a;04272_A/m.a
60028,F,30,16,English,CA,1,06106_B/f.a
60050,M,26,17,English,MD,3,04504_A/m.a;04687_A/m.a;06389_B/m.a
60058,F,20,17,English,Ghana,1,11643_B/f.a
60078,F,33,16,English,CA,2,07090_A/f.a;07243_A/f.a
60086,F,32,13,English,Canada,1,06666_A/f.a
60103,M,46,12,Russian,Russian Federation,2,05212_A/m.o;05234_A/m.o
60130,M,19,14,English,MD,3,01923_A/m.a;03189_A/m.a;03646_B/m.a
60133,F,29,19,English,WA,3,06338_A/f.a;06847_A/f.a;07161_B/f.a
60136,F,37,14,English,GA,1,06940_B/f.a
60138,M,23,13,English,CA,1,09535_A/m.a
60147,F,25,16,English,NY,1,04786_B/f.a
60153,M,45,12,German and English,CA,1,09391_A/m.a
60180,M,31,16,English,PA,2,04489_B/m.a;04553_A/m.a
60213,M,35,16,Russian,Ukraine,1,05200_B/m.o
60240,M,20,15,English,TN,3,05259_A/m.a;05337_B/m.a;07745_A/m.a
60242,M,28,19,English,HI,1,09349_A/m.a
60251,F,48,13,English,GA,3,06876_A/f.a;07180_B/m.a;07390_B/m.a
60256,F,30,16,English,AZ,3,06580_A/f.a;07473_A/f.a;08290_B/f.a
60262,F,21,16,English,CA,1,03203_A/f.a
60265,M,26,16,English,IL,2,04315_A/m.o;05110_A/m.a
60266,F,23,16,English,TN,3,10040_A/f.a;10128_A/f.a;10232_B/f.a
60281,M,42,16,English,MA,3,05686_A/m.a;05731_B/m.a;09817_A/m.a
60292,F,38,16,English,NJ,2,06287_A/f.a;07080_A/f.a
60306,F,35,14,English,MT,1,03884_A/f.a
60320,F,23,17,English,NJ,3,07506_A/f.a;08073_B/f.a;08636_B/f.a
60331,M,29,19,English,CA,3,05507_A/m.a;05591_A/m.a;08367_B/m.a
60353,F,39,12,English,Canada,3,04190_B/f.a;06162_B/f.a;06447_A/f.a
60355,M,18,13,English,NY,1,11521_A/m.a
60364,M,24,17,English,CA,1,04952_B/m.a
60376,F,40,14,NA,NA,3,11551_B/f.a;11620_B/f.a;11656_B/f.a
60386,F,45,12,English,GA,1,02577_A/f.a
60388,M,21,15,Hebrew,PA,5,09161_B/m.a;09516_A/m.a;09693_B/m.a;11023_B/m.o;11029_B/m.a
60402,F,34,16,English,VA,1,09000_B/f.a
60406,M,48,14,English,VA,1,11469_B/m.a
60410,M,24,14,English,NY,2,05720_A/m.a;09183_A/m.a
60419,M,18,12,English,IL,1,03880_A/m.a
60427,F,46,14,English,DE,3,04288_B/f.a;06215_B/f.a;06475_B/f.a
60431,M,27,16,Urdu and Gujarati,IL,1,11465_A/m.a
60432,F,21,12,English,PA,2,07616_B/f.a;07804_B/f.a
60440,F,46,16,English,PA,4,08622_B/f.a;08758_A/f.a;08837_B/f.a;11016_B/f.a
60454,F,22,15,English,NY,1,08277_A/f.a
